Address,postalCode,Property type,Post town name,County area name,Region name,UPRN,Amount,Amount per week,Price actual,Price max,Price min,Number of rooms,Number of Bath,Reception,Square foot,EPC Rating,Nearby Stations,Nearby Schools,Longitude,Latitude,Council tax ,Listing URL,LODGEMENT_ID,POSTCODE,BUILDING_ID,CURRENT_ENER_RATING,POTENTIAL_ENER_RATING,CURRENT_ENER_EFFICIENCY,POTENTIAL_ENERGY_EFFICIENCY,PROPERTY_TYPE,BUILT_FORM,INSPECTION_DATE,LAD_CD,COUNTY,LODGEMENT_DATE,TRANSACTION_TYPE,ENV_IMP_CURR,ENV_IMP_POTENT,ENERGY_CONSUM_CURR,ENERGY_CONSUM_POTEN,CO2_EMISS_CURR,CO2_EMISS_CURR_PER_FLOOR,CO2_EMISS_POTENT,SQM_TOTAL,ENERGY_TARIFF,FLOOR_LEVEL,GLAZED_TYPE,ROOMS_HABITABLE,LOW_ENERGY_LIGHTING,FIREPLACES_OPEN,FLOOR_DESCRIPTION,FLOOR_ENERGY_EFF,FLOOR_ENV_EFF,WINDOWS_DESCRIPTION,WINDOWS_ENERGY_EFF,WINDOWS_ENV_EFF,WALLS_DESCRIPTION,WALLS_ENERGY_EFF,WALLS_ENV_EFF,ROOF_DESCRIPTION,ROOF_ENERGY_EFF,ROOF_ENV_EFF,MAINHEAT_DESCRIPTION,MAINHEAT_ENERGY_EFF,MAINHEAT_ENV_EFF,MAINHEATCONT_DESCRIPTION,MAINHEATC_ENERGY_EFF,MAINHEATC_ENV_EFF,LIGHTING_DESCRIPTION,LIGHTING_ENERGY_EFF,LIGHTING_ENV_EFF,HEAT_LOSS_CORRIDOR,PHOTO_SUPPLY,SOLAR_WATER_HEATING_FLAG,MECHANICAL_VENTILATION,ADDRESS,LAD_NM,POSTTOWN,CONSTRUCTION_AGE,TENURE,UPRN_SOURCE,Source Folder
"Thornes Park, Rastrick, Brighouse HD6",HD6 3DB,flat,Brighouse,West Yorkshire,Yorkshire and The Humber,1.00E+11,495,114.23,495,500,400,1,1,1,,E,"Brighouse
0.3 miles, Deighton
2.5 miles, Halifax
3.1 miles, Huddersfield
3.4 miles","Longroyde Primary School
0.1 miles, Rastrick High School
0.2 miles, St Andrew's CofE (VA) Junior School
0.5 miles, Woodhouse Primary School
0.6 miles",-1.787703,53.697983,A,https://www.zoopla.co.uk/to-rent/details/64205422/,2.37E+32,HD6 3DB,8950958568,D,B,62,83,Flat,Detached,01/03/2009,E08000033,,39874,marketed sale,56,82,356,148,3.3,59,1.4,56,Single,1st,double glazing installed before 2002,2,0,0,(other premises below),,,Fully double glazed,Average,Average,"Cavity wall, as built, partial insulation (assumed)",Average,Average,"Pitched, 50mm loft insulation",Poor,Poor,"Boiler and radiators, mains gas",Average,Good,Programmer and room thermostat,Poor,Poor,No low energy lighting,Very Poor,Very Poor,no corridor,0,N,natural,"44, Thornes Park",Calderdale,BRIGHOUSE,England and Wales: 1976-1982,owner-occupied,Address Matched,domestic-E08000033-Calderdale
"Thornes Park, Rastrick, Brighouse HD6",HD6 3DB,flat,Brighouse,West Yorkshire,Yorkshire and The Humber,1.00E+11,495,114.23,495,500,400,1,1,1,,E,"Brighouse
0.3 miles, Deighton
2.5 miles, Halifax
3.1 miles, Huddersfield
3.4 miles","Longroyde Primary School
0.1 miles, Rastrick High School
0.2 miles, St Andrew's CofE (VA) Junior School
0.5 miles, Woodhouse Primary School
0.6 miles",-1.787703,53.697983,A,https://www.zoopla.co.uk/to-rent/details/64205422/,2.37E+32,HD6 3DB,8950958568,D,C,59,77,Flat,Mid-Terrace,03/01/2012,E08000033,,40912,marketed sale,58,81,317,144,2.9,61,1.3,47.7,Single,1st,double glazing installed before 2002,2,0,0,(other premises below),,,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Good,Good,"Pitched, 100 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,No low energy lighting,Very Poor,Very Poor,no corridor,0,,natural,"44, Thornes Park",Calderdale,BRIGHOUSE,England and Wales: 1983-1990,owner-occupied,Address Matched,domestic-E08000033-Calderdale
"Main Street, South Dalton, Beverley, East Riding Of Yorkshi HU17",HU17 7PJ,semi_detached,Beverley,East Riding of Yorkshire,Yorkshire and The Humber,1.00E+11,950,219.23,950,1000,900,3,1,2,,C,"Arram
4.3 miles, Beverley
5.7 miles, Hutton Cranswick
5.7 miles, Driffield
8.3 miles","Lockington Church of England Voluntary Controlled Primary School
2 miles, Cherry Burton Church of England Voluntary Controlled Primary School
2 miles, Middleton-on-the-Wolds Church of England Voluntary Controlled Primary School
3 miles, Leconfield Primary School
3 miles",-0.529674,53.895402,,https://www.zoopla.co.uk/to-rent/details/69550757/,80104de049f9ab7e4441e4ce6e8be8af4e22380468b010bd1b9a92c59e0fb744,HU17 7PJ,10003431612,C,B,69,83,House,Semi-Detached,19/10/2022,E06000011,,44860,rental,62,77,177,84,3.3,45,2,74,Single,,"double glazing, unknown install date",5,100,0,"Solid, insulated",,,Fully double glazed,Average,Average,"Solid brick, with internal insulation",Good,Good,"Pitched, 350 mm loft insulation",Very Good,Very Good,"Boiler and radiators, oil",Average,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,,0,N,natural,"24 Main Street, South Dalton",East Riding of Yorkshire,BEVERLEY,England and Wales: 1900-1929,Rented (private),Energy Assessor,domestic-E06000011-East-Riding-of-Yorkshire
"Beechwood Court, Seacroft, Leeds LS14",LS14 1LT,semi_detached,Leeds,West Yorkshire,Yorkshire and The Humber,72270582,950,219.23,950,1000,900,2,1,1,,C,"Cross Gates
1.8 miles, Leeds
3.5 miles, Burley Park
4.2 miles, Garforth
4.4 miles","Grange Farm Primary School
0.3 miles, Bishop Young Church of England Academy
0.3 miles, Our Lady of Good Counsel Catholic Primary School
0.4 miles, Beechwood Primary School
0.6 miles",-1.477234,53.824714,,https://www.zoopla.co.uk/to-rent/details/69550732/,1.75E+32,LS14 1LT,6824223568,C,C,69,74,House,Semi-Detached,31/08/2010,E08000035,,40422,rental (private),68,73,241,198,2.8,40,2.3,69.91,Single,NO DATA!,"double glazing, unknown install date",4,86,0,"Solid, no insulation (assumed)",,,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Good,Good,"Pitched, 300+  mm loft insulation",Very Good,Very Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 86% of fixed outlets,Very Good,Very Good,NO DATA!,0,N,natural,"19, Beechwood Court, Seacroft",Leeds,LEEDS,England and Wales: 1983-1990,rental (private),Address Matched,domestic-E08000035-Leeds
"Beechwood Court, Seacroft, Leeds LS14",LS14 1LT,semi_detached,Leeds,West Yorkshire,Yorkshire and The Humber,72270582,950,219.23,950,1000,900,2,1,1,,C,"Cross Gates
1.8 miles, Leeds
3.5 miles, Burley Park
4.2 miles, Garforth
4.4 miles","Grange Farm Primary School
0.3 miles, Bishop Young Church of England Academy
0.3 miles, Our Lady of Good Counsel Catholic Primary School
0.4 miles, Beechwood Primary School
0.6 miles",-1.477234,53.824714,,https://www.zoopla.co.uk/to-rent/details/69550732/,1.75E+32,LS14 1LT,6824223568,D,C,67,72,House,Semi-Detached,24/10/2008,E08000035,,39745,rental (private),65,71,260,216,3,42,2.5,69.4,Single,NO DATA!,"double glazing, unknown install date",4,38,0,"Solid, no insulation (assumed)",,,Fully double glazed,Average,Average,"Cavity wall, as built, insulated (assumed)",Good,Good,"Pitched, 300+mm loft insulation",Very Good,Very Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Average,Average,Low energy lighting in 38% of fixed outlets,Average,Average,NO DATA!,0,N,natural,"19, Beechwood Court, Seacroft",Leeds,LEEDS,England and Wales: 1983-1990,rental (private),Address Matched,domestic-E08000035-Leeds
"Beechwood Court, Seacroft, Leeds LS14",LS14 1LT,semi_detached,Leeds,West Yorkshire,Yorkshire and The Humber,72270582,950,219.23,950,1000,900,2,1,1,,C,"Cross Gates
1.8 miles, Leeds
3.5 miles, Burley Park
4.2 miles, Garforth
4.4 miles","Grange Farm Primary School
0.3 miles, Bishop Young Church of England Academy
0.3 miles, Our Lady of Good Counsel Catholic Primary School
0.4 miles, Beechwood Primary School
0.6 miles",-1.477234,53.824714,,https://www.zoopla.co.uk/to-rent/details/69550732/,1.75E+32,LS14 1LT,6824223568,C,B,69,83,House,Semi-Detached,05/11/2018,E08000035,,43410,rental (private),69,83,231,132,2.8,40,1.6,70,Single,NODATA!,"double glazing, unknown install date",4,100,0,"Solid, limited insulation (assumed)",NO DATA!,,Fully double glazed,Average,Average,"Cavity wall, as built, insulated (assumed)",Good,Good,"Pitched, insulated (assumed)",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,NO DATA!,,N,natural,"19, Beechwood Court, Seacroft",Leeds,LEEDS,England and Wales: 1996-2002,rental (private),Address Matched,domestic-E08000035-Leeds
"Estcourt Street, Hull HU9",HU9 2RS,,Hull,East Riding of Yorkshire,Yorkshire and The Humber,21035198,695,160.38,695,700,600,2,1,1,,D,"Hull Ferry Terminal
1.3 miles, Hull
1.9 miles, New Holland
4.2 miles, Cottingham
4.7 miles","Estcourt Primary Academy
0.2 miles, Craven Primary Academy
0.4 miles, Southcoates Primary Academy
0.5 miles, Buckingham Primary Academy
0.5 miles",-0.301466,53.752456,,https://www.zoopla.co.uk/to-rent/details/69550655/,4.04E+32,HU9 2RS,2262620768,D,B,61,82,House,Mid-Terrace,08/06/2020,E06000010,,43991,marketed sale,54,78,288,127,4.3,51,1.9,85,Single,NODATA!,"double glazing, unknown install date",4,100,0,"Suspended, no insulation (assumed)",NO DATA!,,Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, insulated at rafters",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,NO DATA!,,N,natural,"159, Estcourt Street","Kingston upon Hull, City of",HULL,England and Wales: 1900-1929,owner-occupied,Address Matched,domestic-E06000010-Kingston-upon-Hull-City-of
"Estcourt Street, Hull HU9",HU9 2RS,,Hull,East Riding of Yorkshire,Yorkshire and The Humber,21035198,695,160.38,695,700,600,2,1,1,,D,"Hull Ferry Terminal
1.3 miles, Hull
1.9 miles, New Holland
4.2 miles, Cottingham
4.7 miles","Estcourt Primary Academy
0.2 miles, Craven Primary Academy
0.4 miles, Southcoates Primary Academy
0.5 miles, Buckingham Primary Academy
0.5 miles",-0.301466,53.752456,,https://www.zoopla.co.uk/to-rent/details/69550655/,4.04E+32,HU9 2RS,2262620768,D,D,55,62,House,Mid-Terrace,26/11/2009,E06000010,,40143,marketed sale,48,55,385,323,4.7,64,4,73.27,Single,NO DATA!,double glazing installed during or after 2002,3,78,0,"Suspended, no insulation (assumed)",,,Some double glazing,Poor,Poor,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, 100mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,"Programmer, TRVs and bypass",Average,Average,Low energy lighting in 78% of fixed outlets,Very Good,Very Good,NO DATA!,0,N,natural,"159, Estcourt Street","Kingston upon Hull, City of",HULL,England and Wales: 1900-1929,owner-occupied,Address Matched,domestic-E06000010-Kingston-upon-Hull-City-of
"New Park Estate, Stainforth, Doncaster DN7",DN7 5BN,terraced,Doncaster,South Yorkshire,Yorkshire and The Humber,10006577279,720,166.15,720,800,700,3,,,,C,"Hatfield & Stainforth
0.9 miles, Thorne North
2.1 miles, Thorne South
2.6 miles, Kirk Sandall
3.5 miles","Holy Family Catholic Primary School
0.09 miles, Stainforth Kirton Lane Primary School
0.1 miles, Long Toft Primary School
0.7 miles, Fieldgate School
1 miles",-1.01761,53.600927,,https://www.zoopla.co.uk/to-rent/details/69550650/,1.39E+33,DN7 5BN,5550411478,C,B,70,88,House,Mid-Terrace,05/08/2019,E08000017,,43682,marketed sale,67,87,212,79,3.1,37,1.2,82,Single,NODATA!,"double glazing, unknown install date",4,75,0,"Solid, no insulation (assumed)",NO DATA!,,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Average,Average,"Pitched, 250 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, no room thermostat",Very Poor,Very Poor,Low energy lighting in 75% of fixed outlets,Very Good,Very Good,NO DATA!,,N,natural,"13, New Park Estate, Stainforth",Doncaster,DONCASTER,England and Wales: 1967-1975,rental (private),Address Matched,domestic-E08000017-Doncaster
"Renaissance Works, 105 New Street, Huddersfield HD1",HD1 2AS,studio,,West Yorkshire,Yorkshire and The Humber,10096258136,720,166.15,720,800,700,1,1,1,,,"Huddersfield
0.4 miles, Lockwood
0.9 miles, Berry Brow
1.6 miles, Deighton
2.2 miles","Kirklees College
0.1 miles, Spring Grove Junior Infant and Nursery School
0.3 miles, ES Independent School Kirklees
0.4 miles, Greenhead College
0.5 miles",-1.783966,53.64292,,https://www.zoopla.co.uk/to-rent/details/65692619/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kingston Street, Hull HU1",HU1 2DZ,flat,Hull,East Riding of Yorkshire,Yorkshire and The Humber,21115824,775,178.85,775,800,700,2,1,,,C,"Hull
0.4 miles, Hull Ferry Terminal
2.7 miles, New Holland
2.7 miles, Barrow Haven
3.6 miles","Hull College
0.6 miles, Ron Dearing UTC
0.6 miles, Victoria Dock Primary School
0.6 miles, Adelaide Primary School
0.6 miles",-0.339381,53.739517,,https://www.zoopla.co.uk/to-rent/details/69550094/,1.61E+33,HU1 2DZ,3353266578,C,B,71,86,Flat,Enclosed End-Terrace,01/03/2018,E06000010,,43160,rental (private),56,78,336,171,3.1,57,1.6,54,dual,4th,double glazing installed before 2002,3,0,0,(another dwelling below),NO DATA!,,Some double glazing,Very Poor,Very Poor,"Solid brick, as built, no insulation (assumed)",Poor,Poor,(another dwelling above),,,Electric storage heaters,Average,Very Poor,Manual charge control,Poor,Poor,No low energy lighting,Very Poor,Very Poor,heated corridor,,N,natural,"Flat 28 Warehouse 13, Kingston Street","Kingston upon Hull, City of",HULL,England and Wales: before 1900,rental (private),Address Matched,domestic-E06000010-Kingston-upon-Hull-City-of
"St. Marys Road, Sheffield S2",S2 4FR,flat,Sheffield,South Yorkshire,Yorkshire and The Humber,10094030534,911,210.23,911,1000,900,1,1,,,C,"Sheffield
0.4 miles, Darnall
2.5 miles, Dore & Totley
3.7 miles, Meadowhall
3.8 miles","UTC Sheffield City Centre
0.1 miles, The Sheffield College
0.4 miles, Seven Hills School
0.4 miles, All Saints' Catholic High School
0.5 miles",-1.46881,53.373763,,https://www.zoopla.co.uk/to-rent/details/69320126/,1.66E+33,S2 4FR,1675379578,C,C,72,72,Flat,Detached,01/11/2017,E08000019,,43333,new dwelling,75,75,223,223,1.5,38,1.5,39,standard tariff,top floor,NO DATA!,,100,0,(other premises below),,,Fully double glazed,Average,Average,Average thermal transmittance 0.34 W/m-Â¦K,Good,Good,Average thermal transmittance 0.13 W/m-Â¦K,Very Good,Very Good,"Room heaters, electric",Very Poor,Poor,Programmer and appliance thermostats,Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,NO DATA!,,,NO DATA!,"Apartment 78 Onyx Residence, 111, St. Marys Road",Sheffield,SHEFFIELD,NO DATA!,rental (private),Address Matched,domestic-E08000019-Sheffield
"Haig Avenue, Scunthorpe DN16",DN16 1DZ,semi_detached,Scunthorpe,North Lincolnshire,Yorkshire and The Humber,1.00E+11,675,156,675,700,600,3,1,1,,E,"Scunthorpe
0.3 miles, Althorpe
3.5 miles, Brigg
7 miles, Crowle
7 miles","St Hugh's Special School
0.2 miles, Frodingham Infant School
0.2 miles, Bushfield Road Infant School
0.3 miles, Outwood Academy Brumby
0.3 miles",-0.646255,53.582775,,https://www.zoopla.co.uk/to-rent/details/63867232/,1.21E+33,DN16 1DZ,6520808278,E,B,51,86,House,Semi-Detached,04/06/2016,E06000013,,42525,ECO assessment,44,85,401,96,5.2,71,1.3,74,Single,NODATA!,"double glazing, unknown install date",5,50,0,"Suspended, no insulation (assumed)",NO DATA!,,Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, 25 mm loft insulation",Poor,Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, no room thermostat",Very Poor,Very Poor,Low energy lighting in 50% of fixed outlets,Good,Good,NO DATA!,,N,natural,"1a, Haig Avenue",North Lincolnshire,SCUNTHORPE,England and Wales: 1900-1929,owner-occupied,Address Matched,domestic-E06000013-North-Lincolnshire
"Haig Avenue, Scunthorpe DN16",DN16 1DZ,semi_detached,Scunthorpe,North Lincolnshire,Yorkshire and The Humber,1.00E+11,675,156,675,700,600,3,1,1,,E,"Scunthorpe
0.3 miles, Althorpe
3.5 miles, Brigg
7 miles, Crowle
7 miles","St Hugh's Special School
0.2 miles, Frodingham Infant School
0.2 miles, Bushfield Road Infant School
0.3 miles, Outwood Academy Brumby
0.3 miles",-0.646255,53.582775,,https://www.zoopla.co.uk/to-rent/details/63867232/,1.21E+33,DN16 1DZ,6520808278,E,B,47,85,House,Semi-Detached,24/09/2014,E06000013,,41906,following green deal,43,86,375,87,5.3,72,1.3,74,Single,NODATA!,"double glazing, unknown install date",5,75,0,"Suspended, no insulation (assumed)",,,Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, 75 mm loft insulation",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, no room thermostat",Very Poor,Very Poor,Low energy lighting in 75% of fixed outlets,Very Good,Very Good,NO DATA!,0,,natural,"1a, Haig Avenue",North Lincolnshire,SCUNTHORPE,England and Wales: 1930-1949,owner-occupied,Address Matched,domestic-E06000013-North-Lincolnshire
"Sunbridge Road, Bradford BD1",BD1 2PF,,Bradford,West Yorkshire,Yorkshire and The Humber,10091674241,350,80.77,350,400,300,,,,,,"Bradford Forster Square
0.4 miles, Bradford Interchange
0.5 miles, Frizinghall
1.7 miles, Shipley (Yorks)
2.7 miles","Bradford College
0.3 miles, New College Bradford
0.5 miles, Dixons Manningham Academy
0.5 miles, Green Lane Primary School
0.6 miles",-1.761008,53.794811,,https://www.zoopla.co.uk/to-rent/details/69549955/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Plane Street, Hull HU3",HU3 6BY,terraced,Hull,East Riding of Yorkshire,Yorkshire and The Humber,21074802,607,140,607,700,600,1,,,,D,"Hull
1.3 miles, New Holland
2.7 miles, Barrow Haven
3 miles, Hessle
3.1 miles","St George's Primary School
0.1 miles, The Boulevard Academy
0.2 miles, Wheeler Primary School
0.3 miles, Chiltern Primary School
0.3 miles",-0.376701,53.740241,,https://www.zoopla.co.uk/to-rent/details/67658233/,1.70E+33,HU3 6BY,5229792678,D,B,67,85,House,Mid-Terrace,25/02/2019,E06000010,,43521,marketed sale,62,83,232,95,3.5,41,1.5,86,Unknown,NODATA!,double glazing installed during or after 2002,5,100,0,"Suspended, no insulation (assumed)",NO DATA!,,Mostly double glazing,Good,Good,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, 350 mm loft insulation",Very Good,Very Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,NO DATA!,,N,natural,"120, Plane Street","Kingston upon Hull, City of",HULL,England and Wales: 1930-1949,owner-occupied,Address Matched,domestic-E06000010-Kingston-upon-Hull-City-of
"Plane Street, Hull HU3",HU3 6BY,terraced,Hull,East Riding of Yorkshire,Yorkshire and The Humber,21074802,607,140,607,700,600,1,,,,D,"Hull
1.3 miles, New Holland
2.7 miles, Barrow Haven
3 miles, Hessle
3.1 miles","St George's Primary School
0.1 miles, The Boulevard Academy
0.2 miles, Wheeler Primary School
0.3 miles, Chiltern Primary School
0.3 miles",-0.376701,53.740241,,https://www.zoopla.co.uk/to-rent/details/67658233/,e3184d85246d38810398af15480a5ca40b518ea2184f34ebda347328257866f4,HU3 6BY,10006902649,D,B,66,84,House,Mid-Terrace,10/12/2024,E06000010,,45636,rental,61,82,238,101,3.7,42,1.6,89,Single,,"double glazing, unknown install date",5,100,0,"Suspended, no insulation (assumed)",,,Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, 200 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, TRVs and bypass",Average,Average,Low energy lighting in all fixed outlets,Very Good,Very Good,,0,N,natural,120 Plane Street,"Kingston upon Hull, City of",HULL,England and Wales: 1930-1949,Rented (social),Energy Assessor,domestic-E06000010-Kingston-upon-Hull-City-of
"Flat 3, Holderness Road, Hull HU8",HU8 7NE,flat,Hull,East Riding of Yorkshire,Yorkshire and The Humber,21127881,500,115.38,500,500,500,1,1,1,506,D,"Hull
1.1 miles, Hull Ferry Terminal
2 miles, New Holland
3.7 miles, Cottingham
4.1 miles","Craven Primary Academy
0.5 miles, Buckingham Primary Academy
0.5 miles, Hull College
0.5 miles, Victoria Dock Primary School
0.6 miles",-0.320504,53.749716,,https://www.zoopla.co.uk/to-rent/details/69548481/,6.69E+32,HU8 7NE,1087359868,D,D,58,59,Flat,Semi-Detached,29/04/2013,E06000010,,41393,rental (private),56,57,333,327,3,64,2.9,47,Single,2nd,double glazing installed during or after 2002,2,50,0,(other premises below),,,Fully double glazed,Good,Good,"Timber frame, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 50% of fixed outlets,Good,Good,unheated corridor,0,,natural,"Flat 3, 31 Holderness Road","Kingston upon Hull, City of",HULL,England and Wales: before 1900,rental (private),Address Matched,domestic-E06000010-Kingston-upon-Hull-City-of
"Flat 3, Holderness Road, Hull HU8",HU8 7NE,flat,Hull,East Riding of Yorkshire,Yorkshire and The Humber,21127881,500,115.38,500,500,500,1,1,1,506,D,"Hull
1.1 miles, Hull Ferry Terminal
2 miles, New Holland
3.7 miles, Cottingham
4.1 miles","Craven Primary Academy
0.5 miles, Buckingham Primary Academy
0.5 miles, Hull College
0.5 miles, Victoria Dock Primary School
0.6 miles",-0.320504,53.749716,,https://www.zoopla.co.uk/to-rent/details/69548481/,6.69E+32,HU8 7NE,1087359868,G,G,17,17,Flat,NO DATA!,24/08/2011,E06000010,,40781,marketed sale,18,18,916,916,7.6,162,7.6,46.6,Unknown,2nd,not defined,2,80,1,(other premises below),,,Single glazed,Very Poor,Very Poor,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Room heaters, electric",Poor,Very Poor,Programmer and appliance thermostats,Good,Good,Low energy lighting in 80% of fixed outlets,Very Good,Very Good,unheated corridor,0,,natural,"Flat 3, 31 Holderness Road","Kingston upon Hull, City of",HULL,England and Wales: 1930-1949,owner-occupied,Address Matched,domestic-E06000010-Kingston-upon-Hull-City-of
